defined_class	defined_class_label	entity	entity_label
MP:0030566	"abnormal A band morphology"	GO:0031672	"A band"
MP:0000815	"abnormal Ammon gyrus morphology"	UBERON:0001954	"Ammon's horn"
MP:0004939	"abnormal B cell morphology"	CL:0000236	"B cell"
MP:0004940	"abnormal B-1 B cell morphology"	CL:0000819	"B-1 B cell"
MP:0008164	"abnormal B-1a B cell morphology"	CL:0000820	"B-1a B cell"
MP:0008165	"abnormal B-1b B cell morphology"	CL:0000821	"B-1b B cell"
MP:0008166	"abnormal B-2 B cell morphology"	CL:0000822	"B-2 B cell"
MP:0010517	"abnormal Bachmann's bundle morphology"	UBERON:0005982	"Bachmann's bundle"
MP:0011787	"abnormal Bartholin's gland morphology"	UBERON:0000460	"major vestibular gland"
MP:0010387	"abnormal Bergmann glial cell morphology"	CL:0000644	"Bergmann glial cell"
MP:0011739	"abnormal Boettcher cell morphology"	CL:0002084	"Boettcher cell"
MP:0005239	"abnormal Bruch membrane morphology"	UBERON:0003957	"Bruch's membrane"
MP:0012518	"abnormal Brunner's gland morphology"	UBERON:0001212	"duodenal gland"
MP:0010183	"abnormal CD4-positive helper T cell morphology"	CL:0000492	"CD4-positive helper T cell"
MP:0008397	"abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology"	CL:0000792	"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
MP:0002432	"abnormal CD4-positive, alpha beta T cell morphology"	CL:0000624	"CD4-positive, alpha-beta T cell"
MP:0008400	"abnormal CD4-positive, alpha-beta intraepithelial T cell morphology"	CL:0000793	"CD4-positive, alpha-beta intraepithelial T cell"
MP:0010834	"abnormal CD4-positive, alpha-beta memory T cell morphology"	CL:0000897	"CD4-positive, alpha-beta memory T cell"
MP:0008357	"abnormal CD4-positive, gamma-delta intraepithelial T cell morphology"	CL:0000803	"CD4-negative CD8-negative gamma-delta intraepithelial T cell"
MP:0008401	"abnormal CD8 positive, alpha-beta intraepithelial T cell morphology"	CL:0000796	"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell"
MP:0005010	"abnormal CD8-positive, alpha beta T cell morphology"	CL:0000625	"CD8-positive, alpha-beta T cell"
MP:0002436	"abnormal CD8-positive, alpha-beta cytotoxic T cell morphology"	CL:0000794	"CD8-positive, alpha-beta cytotoxic T cell"
MP:0010837	"abnormal CD8-positive, alpha-beta memory T cell morphology"	CL:0000909	"CD8-positive, alpha-beta memory T cell"
MP:0008398	"abnormal CD8-positive, alpha-beta regulatory T cell morphology"	CL:0000795	"CD8-positive, alpha-beta regulatory T cell"
MP:0008361	"abnormal CD8-positive, gamma-delta intraepithelial T cell morphology"	CL:0000802	"CD8-alpha alpha positive, gamma-delta intraepithelial T cell"
MP:0008888	"abnormal Cajal body morphology"	GO:0015030	"Cajal body"
MP:0008030	"abnormal Cajal-Retzius cell morphology"	CL:0000695	"Cajal-Retzius cell"
MP:0010809	"abnormal Clara cell morphology"	CL:0000158	"Clara cell"
MP:0004430	"abnormal Claudius cell morphology"	CL:0000634	"Claudius cell"
MP:0004302	"abnormal Deiters cell morphology"	CL:0000635	"Deiter's cell"
MP:3000003	"abnormal Ebner's gland morphology"	UBERON:0013475	"gustatory gland"
MP:0003245	"abnormal GABAergic neuron morphology"	CL:0000617	"GABAergic neuron"
MP:0011743	"abnormal Golgi apparatus morphology"	GO:0005794	"Golgi apparatus"
MP:0011839	"abnormal Guerin's valve morphology"	UBERON:0012295	"Guérin's valve"
MP:0030568	"abnormal H zone morphology"	GO:0031673	"H zone"
MP:0005248	"abnormal Harderian gland morphology"	UBERON:0004187	"Harderian gland"
MP:0009539	"abnormal Hassall's corpuscle morphology"	UBERON:0003987	"Hassall's corpuscle"
MP:0004303	"abnormal Hensen cell morphology"	CL:0000633	"Hensen cell"
MP:0030567	"abnormal I band morphology"	GO:0031674	"I band"
MP:0008990	"abnormal Ito cell morphology"	CL:0000632	"hepatic stellate cell"
MP:0008114	"abnormal Kupffer cell morphology"	CL:0000091	"Kupffer cell"
MP:0001019	"abnormal L4 dorsal root ganglion morphology"	UBERON:0003943	"fourth lumbar dorsal root ganglion"
MP:0001022	"abnormal L5 dorsal root ganglion morphology"	UBERON:0002859	"fifth lumbar dorsal root ganglion"
MP:0008117	"abnormal Langerhans cell morphology"	CL:0000453	"Langerhans cell"
MP:0002786	"abnormal Leydig cell morphology"	CL:0000178	"Leydig cell"
MP:0004094	"abnormal M line morphology"	GO:0031430	"M band"
MP:0005587	"abnormal Meckel's cartilage morphology"	UBERON:0003107	"Meckel's cartilage"
MP:0009935	"abnormal Meibomian gland acinus morphology"	UBERON:0004000	"tarsal gland acinus"
MP:0005252	"abnormal Meibomian gland morphology"	UBERON:0001818	"tarsal gland"
MP:0000985	"abnormal Merkel's receptor morphology"	CL:0000242	"Merkel cell"
MP:0005547	"abnormal Muller cell morphology"	CL:0000636	"Mueller cell"
MP:0003826	"abnormal Mullerian duct morphology"	UBERON:0003890	"Mullerian duct"
MP:0008036	"abnormal NK T cell morphology"	CL:0000814	"mature NK T cell"
MP:0005068	"abnormal NK cell morphology"	CL:0000623	"natural killer cell"
MP:0008886	"abnormal PML bodies"	GO:0016605	"PML body"
MP:0009184	"abnormal PP cell morphology"	CL:0000696	"PP cell"
MP:0004843	"abnormal Paneth cell morphology"	CL:0000510	"paneth cell"
MP:0002392	"abnormal Peyer's patch T cell area morphology"	UBERON:0010387	"Peyer's patch T cell area"
MP:0002388	"abnormal Peyer's patch epithelium morphology"	UBERON:0004693	"Peyer's patch epithelium"
MP:0002389	"abnormal Peyer's patch follicle morphology"	UBERON:0010386	"Peyer's patch follicle"
MP:0002391	"abnormal Peyer's patch germinal center morphology"	UBERON:0004697	"Peyer's patch germinal center"
MP:0000696	"abnormal Peyer's patch morphology"	UBERON:0001211	"Peyer's patch"
MP:0000877	"abnormal Purkinje cell morphology"	CL:0000121	"Purkinje cell"
MP:0004124	"abnormal Purkinje fiber morphology"	UBERON:0002354	"cardiac Purkinje fiber"
MP:0006021	"abnormal Reissner membrane morphology"	UBERON:0002281	"vestibular membrane of cochlear duct"
MP:0004305	"abnormal Rosenthal canal morphology"	UBERON:0006495	"osseus cochlear canal"
MP:0012026	"abnormal S-shaped body morphology"	UBERON:0004199	"S-shaped body"
MP:0001106	"abnormal Schwann cell morphology"	CL:0000218	"myelinating Schwann cell"
MP:0004074	"abnormal Schwann cell precursor morphology"	CL:0002375	"Schwann cell precursor"
MP:0002784	"abnormal Sertoli cell morphology"	CL:0000216	"Sertoli cell"
MP:0008037	"abnormal T cell morphology"	CL:0000084	"T cell"
MP:0010184	"abnormal T follicular helper cell morphology"	CL:0002038	"T follicular helper cell"
MP:0002433	"abnormal T-helper 1 cell morphology"	CL:0000545	"T-helper 1 cell"
MP:0010217	"abnormal T-helper 17 cell morphology"	CL:0000899	"T-helper 17 cell"
MP:0002434	"abnormal T-helper 2 cell morphology"	CL:0000546	"T-helper 2 cell"
MP:0013760	"abnormal T-helper cell morphology"	CL:0000912	"helper T cell"
MP:0010671	"abnormal Tc17 cell morphology"	CL:0002128	"Tc17 cell"
MP:0003827	"abnormal Wolffian duct morphology"	UBERON:0003074	"mesonephric duct"
MP:0004091	"abnormal Z line morphology"	GO:0030018	"Z disc"
MP:0013397	"abnormal Zeis gland morphology"	UBERON:0018233	"gland of Zeis"
MP:0013384	"abnormal Zymbal's gland morphology"	UBERON:1000022	"Zymbal's gland"
MP:0009870	"abnormal abdominal aorta morphology"	UBERON:0001516	"abdominal aorta"
MP:0000010	"abnormal abdominal fat pad morphology"	UBERON:0003427	"abdominal fat pad"
MP:0009625	"abnormal abdominal lymph node morphology"	UBERON:0002507	"abdominal lymph node"
MP:0013710	"abnormal abdominal mammary gland morphology"	UBERON:0003488	"abdominal mammary gland"
MP:0013857	"abnormal abdominal muscle morphology"	UBERON:0002378	"muscle of abdomen"
MP:0001070	"abnormal abducens nerve morphology"	UBERON:0001646	"abducens nerve"
MP:0001075	"abnormal accessory nerve morphology"	UBERON:0002019	"accessory XI nerve"
MP:0009945	"abnormal accessory olfactory bulb morphology"	UBERON:0004069	"accessory olfactory bulb"
MP:0013819	"abnormal acromioclavicular joint morphology"	UBERON:0003692	"acromioclavicular joint"
MP:0004345	"abnormal acromion morphology"	UBERON:0002497	"acromion"
MP:0008898	"abnormal acrosome morphology"	GO:0001669	"acrosomal vesicle"
MP:0004163	"abnormal adenohypophysis morphology"	UBERON:0002196	"adenohypophysis"
MP:0000003	"abnormal adipose tissue morphology"	UBERON:0001013	"adipose tissue"
MP:0008288	"abnormal adrenal cortex morphology"	UBERON:0001235	"adrenal cortex"
MP:0013565	"abnormal adrenal gland capsule morphology"	UBERON:0002052	"adrenal gland capsule"
MP:0000639	"abnormal adrenal gland morphology"	UBERON:0002369	"adrenal gland"
MP:0008296	"abnormal adrenal gland x-zone morphology"	UBERON:0009024	"adrenal gland X zone"
MP:0008294	"abnormal adrenal gland zona fasciculata morphology"	UBERON:0002054	"zona fasciculata of adrenal gland"
MP:0008293	"abnormal adrenal gland zona glomerulosa morphology"	UBERON:0002053	"zona glomerulosa of adrenal gland"
MP:0011921	"abnormal adrenal gland zona intermedia morphology"	UBERON:0013745	"zona intermedia of adrenal gland"
MP:0008295	"abnormal adrenal gland zona reticularis morphology"	UBERON:0002055	"zona reticularis of adrenal gland"
MP:0008289	"abnormal adrenal medulla morphology"	UBERON:0001236	"adrenal medulla"
MP:0003834	"abnormal adrenergic chromaffin cell morphology"	CL:0002082	"type II cell of adrenal medulla"
MP:0001026	"abnormal adrenergic neuron morphology"	CL:0000109	"adrenergic neuron"
MP:0008291	"abnormal adrenocortical cell morphology"	CL:0002097	"cortical cell of adrenal gland"
MP:0002349	"abnormal afferent lymphatic vessel morphology"	UBERON:0010396	"afferent lymphatic vessel"
MP:0011113	"abnormal airway basal cell morphology"	CL:0002633	"respiratory basal cell"
MP:0003235	"abnormal alisphenoid bone morphology"	UBERON:0006721	"alisphenoid bone"
MP:0001726	"abnormal allantois morphology"	UBERON:0004340	"allantois"
MP:0012762	"abnormal alpha-beta T cell morphology"	CL:0000789	"alpha-beta T cell"
MP:0008399	"abnormal alpha-beta intraepithelial T cell morphology"	CL:0000797	"alpha-beta intraepithelial T cell"
MP:0010813	"abnormal alveolar lamellar body morphology"	GO:0097208	"alveolar lamellar body"
MP:0008245	"abnormal alveolar macrophage morphology"	CL:0000583	"alveolar macrophage"
MP:0010904	"abnormal alveolar pore morphology"	UBERON:0008873	"alveolar pore"
MP:0004189	"abnormal alveolar process morphology"	UBERON:0004103	"alveolar ridge"
MP:0002324	"abnormal alveolocapillary membrane morphology"	UBERON:0003948	"blood-air barrier"
MP:0005240	"abnormal amacrine cell morphology"	CL:0000561	"amacrine cell"
MP:0002650	"abnormal ameloblast morphology"	CL:0000059	"ameloblast"
MP:0005029	"abnormal amnion morphology"	UBERON:0000305	"amnion"
MP:0011199	"abnormal amniotic cavity morphology"	UBERON:0000301	"amniotic cavity"
MP:0013323	"abnormal ampullary gland morphology"	UBERON:0009645	"ampullary gland"
MP:0000818	"abnormal amygdala morphology"	UBERON:0001876	"amygdala"
MP:0009053	"abnormal anal canal morphology"	UBERON:0000159	"anal canal"
MP:0010002	"abnormal ansiform lobule crus I morphology"	UBERON:0005976	"ansiform lobule crus I"
MP:0010003	"abnormal ansiform lobule crus II morphology"	UBERON:0005977	"ansiform lobule crus II"
MP:0010001	"abnormal ansiform lobule morphology"	UBERON:0005348	"ansiform lobule"
MP:0009519	"abnormal anterior buccal gland morphology"	UBERON:0010242	"anterior buccal gland"
MP:0004784	"abnormal anterior cardinal vein morphology"	UBERON:0003087	"anterior cardinal vein"
MP:0013822	"abnormal anterior cerebral artery morphology"	UBERON:0001624	"anterior cerebral artery"
MP:0008225	"abnormal anterior commissure morphology"	UBERON:0000935	"anterior commissure"
MP:0010859	"abnormal anterior commissure pars anterior morphology"	UBERON:0003039	"anterior commissure anterior part"
MP:0010860	"abnormal anterior commissure pars posterior morphology"	UBERON:0003043	"posterior part of anterior commissure"
MP:0009682	"abnormal anterior corticospinal tract morphology"	UBERON:0002760	"ventral corticospinal tract"
MP:0030307	"abnormal anterior cranial fossa"	UBERON:0003720	"anterior cranial fossa"
MP:0008926	"abnormal anterior definitive endoderm morphology"	UBERON:0004046	"anterior definitive endoderm"
MP:0005193	"abnormal anterior eye segment morphology"	UBERON:0001801	"anterior segment of eyeball"
MP:0030363	"abnormal anterior fontanelle morphology"	UBERON:0002510	"anterior fontanel"
MP:0008848	"abnormal anterior hypothalamic nucleus morphology"	UBERON:0002634	"anterior nucleus of hypothalamus"
MP:0014014	"abnormal anterior inferior cerebellar artery morphology"	UBERON:0009689	"anterior inferior cerebellar artery"
MP:0009518	"abnormal anterior lingual gland morphology"	UBERON:0006330	"anterior lingual gland"
MP:0005194	"abnormal anterior uvea morphology"	UBERON:0011892	"anterior uvea"
MP:0008533	"abnormal anterior visceral endoderm morphology"	UBERON:0004044	"anterior visceral endoderm"
MP:0005034	"abnormal anus morphology"	UBERON:0001245	"anus"
MP:0011572	"abnormal aorta bulb morphology"	UBERON:0010172	"bulb of aorta"
MP:0011640	"abnormal aorta collagen fibril morphology"	UBERON:0011861	"aorta collagen fibril"
MP:0009862	"abnormal aorta elastic tissue morphology"	UBERON:0003609	"aorta elastic tissue"
MP:0009864	"abnormal aorta endothelium morphology"	UBERON:0004851	"aorta endothelium"
MP:0000272	"abnormal aorta morphology"	UBERON:0000947	"aorta"
MP:0009865	"abnormal aorta smooth muscle morphology"	UBERON:0004178	"aorta smooth muscle tissue"
MP:0009871	"abnormal aorta tunica adventitia morphology"	UBERON:0004664	"aorta tunica adventitia"
MP:0009872	"abnormal aorta tunica intima morphology"	UBERON:0003619	"aorta tunica intima"
MP:0009873	"abnormal aorta tunica media morphology"	UBERON:0003618	"aorta tunica media"
MP:0009866	"abnormal aorta wall morphology"	UBERON:0004663	"aorta wall"
MP:0004113	"abnormal aortic arch morphology"	UBERON:0001508	"arch of aorta"
MP:0012510	"abnormal aortic sac morphology"	UBERON:0005432	"aortic sac"
MP:0010482	"abnormal aortic sinus morphology"	UBERON:0003707	"sinus of Valsalva"
MP:0010598	"abnormal aortic valve anulus morphology"	UBERON:0005991	"aortic valve anulus"
MP:0010595	"abnormal aortic valve cusp morphology"	UBERON:0005990	"aortic valve cusp"
MP:0002747	"abnormal aortic valve morphology"	UBERON:0002137	"aortic valve"
MP:0010650	"abnormal aorticopulmonary septum morphology"	UBERON:0006207	"aortico-pulmonary spiral septum"
MP:0001676	"abnormal apical ectodermal ridge morphology"	UBERON:0004356	"apical ectodermal ridge"
MP:0013554	"abnormal apocrine gland morphology"	UBERON:0008974	"apocrine gland"
MP:0009250	"abnormal appendicular skeleton morphology"	UBERON:0002091	"appendicular skeleton"
MP:0005198	"abnormal aqueous drainage system morphology"	UBERON:0003956	"aqueous drainage system"
MP:0005206	"abnormal aqueous humor"	UBERON:0001796	"aqueous humor of eyeball"
MP:0005207	"abnormal aqueous vein morphology"	UBERON:0004030	"aqueous vein"
MP:0009879	"abnormal arcus anterior morphology"	UBERON:0003996	"cervical vertebra 1 arcus anterior"
MP:0004186	"abnormal area postrema morphology"	UBERON:0002162	"area postrema"
MP:0009502	"abnormal areola morphology"	UBERON:0002032	"areola"
MP:0010679	"abnormal arrector pilli muscle morphology"	UBERON:0002033	"arrector muscle of hair"
MP:0004112	"abnormal arteriole morphology"	UBERON:0001980	"arteriole"
MP:0002191	"abnormal artery morphology"	UBERON:0001637	"artery"
MP:0006433	"abnormal articular cartilage morphology"	UBERON:0010996	"articular cartilage of joint"
MP:0002257	"abnormal arytenoid cartilage morphology"	UBERON:0001740	"arytenoid cartilage"
MP:0009867	"abnormal ascending aorta morphology"	UBERON:0001496	"ascending aorta"
MP:0002182	"abnormal astrocyte morphology"	CL:0000127	"astrocyte"
MP:0020360	"abnormal asymmetric synapse morphology"	GO:0032279	"asymmetric synapse"
MP:0004117	"abnormal atrioventricular bundle morphology"	UBERON:0002353	"atrioventricular bundle"
MP:0000297	"abnormal atrioventricular cushion morphology"	UBERON:0002062	"endocardial cushion"
MP:0004114	"abnormal atrioventricular node morphology"	UBERON:0002352	"atrioventricular node"
MP:0010592	"abnormal atrioventricular septum morphology"	UBERON:0005989	"atrioventricular septum"
MP:0002745	"abnormal atrioventricular valve morphology"	UBERON:0002133	"atrioventricular valve"
MP:0010492	"abnormal atrium endocardium morphology"	UBERON:0002166	"endocardium of atrium"
MP:0010581	"abnormal atrium myocardial trabeculae morphology"	UBERON:0005988	"atrium myocardial trabecula"
MP:0010493	"abnormal atrium myocardium morphology"	UBERON:0002302	"myocardium of atrium"
MP:0004631	"abnormal auditory cortex morphology"	UBERON:0001393	"auditory cortex"
MP:0002751	"abnormal autonomic nervous system morphology"	UBERON:0002410	"autonomic nervous system"
MP:0000572	"abnormal autopod morphology"	UBERON:0002470	"autopod region"
MP:0002114	"abnormal axial skeleton morphology"	UBERON:0005944	"axial skeleton plus cranial skeleton"
MP:0002340	"abnormal axillary lymph node morphology"	UBERON:0001097	"axillary lymph node"
MP:0010739	"abnormal axolemma morphology"	GO:0030673	"axolemma"
MP:0010733	"abnormal axon initial segment morphology"	GO:0043194	"axon initial segment"
MP:0005404	"abnormal axon morphology"	GO:0030424	"axon"
MP:0011569	"abnormal azygos vein morphology"	UBERON:0001594	"azygos vein"
MP:0004118	"abnormal baroreceptor morphology"	UBERON:0004019	"baroreceptor"
MP:0003989	"abnormal barrel cortex morphology"	UBERON:0010415	"barrel cortex"
MP:0009029	"abnormal basal cistern morphology"	UBERON:0004047	"basal cistern"
MP:0006007	"abnormal basal ganglion morphology"	UBERON:0010011	"collection of basal ganglia"
MP:0004273	"abnormal basal lamina morphology"	GO:0005605	"basal lamina"
MP:0004272	"abnormal basement membrane morphology"	GO:0005604	"basement membrane"
MP:0010029	"abnormal basicranium morphology"	UBERON:0002517	"basicranium"
MP:0013186	"abnormal basilar artery morphology"	UBERON:0001633	"basilar artery"
MP:0000079	"abnormal basioccipital bone morphology"	UBERON:0001692	"basioccipital bone"
MP:0000106	"abnormal basisphenoid bone morphology"	UBERON:0006428	"basisphenoid bone"
MP:0002422	"abnormal basophil morphology"	CL:0000767	"basophil"
MP:0020325	"abnormal beige fat cell morphology"	CL:0001070	"beige adipocyte"
MP:0012103	"abnormal bilaminar embryonic disk morphology"	UBERON:0000091	"bilaminar disc"
MP:0008991	"abnormal bile canaliculus morphology"	UBERON:0001283	"bile canaliculus"
MP:0013611	"abnormal bile duct epithelium morphology"	UBERON:0004820	"bile duct epithelium"
MP:0002928	"abnormal bile duct morphology"	UBERON:0002394	"bile duct"
MP:0009494	"abnormal biliary ductule morphology"	UBERON:0004058	"biliary ductule"
MP:0005083	"abnormal biliary tract morphology"	UBERON:0001173	"biliary tree"
MP:0004963	"abnormal blastocoele morphology"	UBERON:0000090	"blastocele"
MP:0004957	"abnormal blastocyst morphology"	UBERON:0000358	"blastocyst"
MP:0013657	"abnormal blood cell morphology"	CL:0000081	"blood cell"
MP:0009489	"abnormal blood vessel endothelium morphology"	UBERON:0004638	"blood vessel endothelium"
MP:0001614	"abnormal blood vessel morphology"	UBERON:0001981	"blood vessel"
MP:0003385	"abnormal body wall morphology"	UBERON:0000309	"body wall"
MP:0011642	"abnormal bone collagen fibril morphology"	UBERON:0011863	"bone collagen fibril"
MP:0000065	"abnormal bone marrow cavity morphology"	UBERON:0002484	"bone marrow cavity"
MP:0013660	"abnormal bone marrow hematopoietic cell morphology"	CL:1001610	"bone marrow hematopoietic cell"
MP:0002397	"abnormal bone marrow morphology"	UBERON:0002371	"bone marrow"
MP:0010867	"abnormal bone trabecula morphology"	UBERON:0008867	"trabecular network of bone"
MP:0005231	"abnormal brachial lymph node morphology"	UBERON:0002525	"brachial lymph node"
MP:0010663	"abnormal brachiocephalic trunk morphology"	UBERON:0001529	"brachiocephalic artery"
MP:0002199	"abnormal brain commissure morphology"	UBERON:0005970	"brain commissure"
MP:0009025	"abnormal brain dura mater morphology"	UBERON:0002092	"brain dura mater"
MP:0010152	"abnormal brain ependyma morphology"	UBERON:0005357	"brain ependyma"
MP:0020139	"abnormal brain external capsule morphology"	UBERON:0004545	"external capsule of telencephalon"
MP:0008128	"abnormal brain internal capsule morphology"	UBERON:0001887	"internal capsule of telencephalon"
MP:0009022	"abnormal brain meninges morphology"	UBERON:0003547	"brain meninx"
MP:0002152	"abnormal brain morphology"	UBERON:0000955	"brain"
MP:0009026	"abnormal brain pia mater morphology"	UBERON:0003549	"brain pia mater"
MP:0000822	"abnormal brain ventricle morphology"	UBERON:0004086	"brain ventricle"
MP:0002200	"abnormal brain ventricular system morphology"	UBERON:0003947	"brain ventricle/choroid plexus"
MP:0008026	"abnormal brain white matter morphology"	UBERON:0003544	"brain white matter"
MP:0005277	"abnormal brainstem morphology"	UBERON:0002298	"brainstem"
MP:0010988	"abnormal bronchial cartilage morphology"	UBERON:0001956	"cartilage of bronchus"
MP:0010828	"abnormal bronchioalveolar stem cell morphology"	CL:0002638	"bronchioalveolar stem cell"
MP:0010897	"abnormal bronchiole epithelium morphology"	UBERON:0002051	"epithelium of bronchiole"
MP:0002267	"abnormal bronchiole morphology"	UBERON:0002186	"bronchiole"
MP:0004390	"abnormal bronchoalveolar duct junction morphology"	UBERON:0004903	"bronchoalveolar duct junction"
MP:0010943	"abnormal bronchus epithelium morphology"	UBERON:0002031	"epithelium of bronchus"
MP:0002264	"abnormal bronchus morphology"	UBERON:0002185	"bronchus"
MP:0002393	"abnormal bronchus-associated lymphoid tissue morphology"	UBERON:0001963	"bronchial-associated lymphoid tissue"
MP:0002971	"abnormal brown adipose tissue morphology"	UBERON:0001348	"brown adipose tissue"
MP:0009116	"abnormal brown fat cell morphology"	CL:0000449	"brown fat cell"
MP:0012521	"abnormal buccopharyngeal membrane morphology"	UBERON:0006211	"buccopharyngeal membrane"
MP:0013402	"abnormal bulbar conjunctiva morphology"	UBERON:0010306	"bulbar conjunctiva"
MP:0001169	"abnormal bulbourethral gland morphology"	UBERON:0002366	"bulbo-urethral gland"
MP:0010568	"abnormal bulbus cordis morphology"	UBERON:0004706	"bulbus cordis"
MP:0009728	"abnormal calcaneum morphology"	UBERON:0001450	"calcaneus"
MP:0030163	"abnormal canthus morphology"	UBERON:0006742	"canthus"
MP:0003658	"abnormal capillary morphology"	UBERON:0001982	"capillary"
MP:0010795	"abnormal cardiac gastric gland morphology"	UBERON:0008859	"cardiac gastric gland"
MP:0009382	"abnormal cardiac jelly morphology"	UBERON:0003906	"cardiac jelly"
MP:0011264	"abnormal cardiac mesenchyme morphology"	UBERON:0009751	"cardiac mesenchyme"
MP:0010630	"abnormal cardiac muscle tissue morphology"	UBERON:0004493	"cardiac muscle tissue of myocardium"
MP:0004783	"abnormal cardinal vein morphology"	UBERON:0004344	"cardinal vein"
MP:0012278	"abnormal cardiogenic mesoderm morphology"	UBERON:0007005	"cardiogenic splanchnic mesoderm"
MP:0012498	"abnormal cardiogenic plate morphology"	UBERON:0004139	"cardiogenic plate"
MP:0002127	"abnormal cardiovascular system morphology"	UBERON:0004535	"cardiovascular system"
MP:0004181	"abnormal carotid artery morphology"	UBERON:0005396	"carotid artery segment"
MP:0003437	"abnormal carotid body morphology"	UBERON:0001629	"carotid body"
MP:0030468	"abnormal carotid canal morphology"	UBERON:0006668	"carotid canal"
MP:0000554	"abnormal carpal bone morphology"	UBERON:0001435	"carpal bone"
MP:0000163	"abnormal cartilage morphology"	UBERON:0002418	"cartilage tissue"
MP:0004278	"abnormal caudal ganglionic eminence morphology"	UBERON:0004026	"caudal ganglionic eminence"
MP:0012544	"abnormal caudal neuropore morphology"	UBERON:0005071	"posterior neuropore"
MP:0002759	"abnormal caudal vertebrae morphology"	UBERON:0001095	"caudal vertebra"
MP:0004078	"abnormal caudate nucleus morphology"	UBERON:0001873	"caudate nucleus"
MP:0000494	"abnormal cecum morphology"	UBERON:0001153	"caecum"
MP:0013854	"abnormal celiac artery morphology"	UBERON:0001640	"celiac artery"
MP:0009626	"abnormal celiac lymph node morphology"	UBERON:0002508	"celiac lymph node"
MP:0020378	"abnormal cell cytoskeleton morphology"	GO:0005856	"cytoskeleton"
MP:0000358	"abnormal cell morphology"	GO:0005623	"cell"
MP:0003111	"abnormal cell nucleus morphology"	GO:0005634	"nucleus"
MP:0030550	"abnormal cementoblast morphology"	CL:0000061	"cementoblast"
MP:0030554	"abnormal cementocyte morphology"	CL:0000141	"cementocyte"
MP:0003933	"abnormal cementum morphology"	UBERON:0001753	"cementum"
MP:0008929	"abnormal central medial nucleus morphology"	UBERON:0001923	"central medial nucleus"
MP:0010840	"abnormal central memory CD4-positive, alpha-beta T cell morphology"	CL:0000904	"central memory CD4-positive, alpha-beta T cell"
MP:0010846	"abnormal central memory CD8 positive, alpha-beta T cell morphology"	CL:0000907	"central memory CD8-positive, alpha-beta T cell"
MP:0012061	"abnormal central tendon morphology"	UBERON:0006670	"central tendon of diaphragm"
MP:0010171	"abnormal centroacinar cell of Langerhans morphology"	CL:0002080	"pancreatic centro-acinar cell"
MP:0011259	"abnormal cephalic neural fold morphology"	UBERON:0009748	"cephalic neural fold"
MP:0009512	"abnormal cerebellar Golgi cell morphology"	CL:0000119	"cerebellar Golgi cell"
MP:0014013	"abnormal cerebellar artery morphology"	UBERON:0003472	"cerebellar artery"
MP:0004097	"abnormal cerebellar cortex morphology"	UBERON:0002129	"cerebellar cortex"
MP:0004099	"abnormal cerebellar glomerulus morphology"	UBERON:0011915	"cerebellar glomerulus"
MP:0009959	"abnormal cerebellar hemisphere morphology"	UBERON:0002245	"cerebellar hemisphere"
MP:0009956	"abnormal cerebellar layer morphology"	UBERON:0004130	"cerebellar layer"
MP:0009976	"abnormal cerebellar peduncle morphology"	UBERON:0007416	"cerebellar peduncle"
MP:0000856	"abnormal cerebellar plate morphology"	UBERON:0004008	"cerebellar plate"
MP:0009031	"abnormal cerebellomedullary cistern morphology"	UBERON:0004049	"cerebellomedullary cistern"
MP:0009960	"abnormal cerebellum anterior lobe morphology"	UBERON:0002131	"anterior lobe of cerebellum"
MP:0000867	"abnormal cerebellum anterior vermis morphology"	UBERON:0003941	"cerebellum anterior vermis"
MP:0009979	"abnormal cerebellum deep nucleus morphology"	UBERON:0008995	"nucleus of cerebellar nuclear complex"
MP:0009980	"abnormal cerebellum dentate nucleus morphology"	UBERON:0002132	"dentate nucleus"
MP:0009981	"abnormal cerebellum emboliform nucleus morphology"	UBERON:0002602	"emboliform nucleus"
MP:0000872	"abnormal cerebellum external granule cell layer morphology"	UBERON:0008829	"cerebellum external granule cell layer"
MP:0009983	"abnormal cerebellum fastigial nucleus morphology"	UBERON:0002153	"fastigial nucleus"
MP:0009267	"abnormal cerebellum fissure morphology"	UBERON:0003980	"cerebellum fissure"
MP:0009982	"abnormal cerebellum globose nucleus morphology"	UBERON:0002613	"cerebellum globose nucleus"
MP:0009963	"abnormal cerebellum hemisphere lobule morphology"	UBERON:0004003	"cerebellum hemisphere lobule"
MP:0009966	"abnormal cerebellum intermediate hemisphere morphology"	UBERON:0004006	"cerebellum intermediate zone"
MP:0009984	"abnormal cerebellum interpositus nucleus morphology"	UBERON:0004073	"cerebellum interpositus nucleus"
MP:0009965	"abnormal cerebellum lateral hemisphere morphology"	UBERON:0014644	"cerebrocerebellum"
MP:0009964	"abnormal cerebellum lobule morphology"	UBERON:0004004	"cerebellum lobule"
MP:0000849	"abnormal cerebellum morphology"	UBERON:0002037	"cerebellum"
MP:0009962	"abnormal cerebellum posterior lobe morphology"	UBERON:0004002	"posterior lobe of cerebellum"
MP:0000869	"abnormal cerebellum posterior vermis morphology"	UBERON:0004009	"cerebellum posterior vermis"
