defined_class	defined_class_label	entity	entity_label
MP:0010986	"abnormal mesonephric mesenchyme morphology"	UBERON:0005323	"mesonephric mesenchyme"
MP:0008487	"abnormal mesonephros morphology"	UBERON:0000080	"mesonephros"
MP:0003073	"abnormal metacarpal bone morphology"	UBERON:0002374	"metacarpal bone"
MP:0010984	"abnormal metanephric mesenchyme morphology"	UBERON:0003220	"metanephric mesenchyme"
MP:0011364	"abnormal metanephros morphology"	UBERON:0000081	"metanephros"
MP:0003072	"abnormal metatarsal bone morphology"	UBERON:0001448	"metatarsal bone"
MP:0000847	"abnormal metencephalon morphology"	UBERON:0001895	"metencephalon"
MP:0003842	"abnormal metopic suture morphology"	UBERON:0002490	"frontal suture"
MP:0000136	"abnormal microglial cell morphology"	CL:0000129	"microglial cell"
MP:0000897	"abnormal midbrain morphology"	UBERON:0001891	"midbrain"
MP:0006103	"abnormal midbrain roof plate morphology"	UBERON:0003299	"roof plate of midbrain"
MP:0012132	"abnormal midbrain-hindbrain boundary morphology"	UBERON:0003052	"midbrain-hindbrain boundary"
MP:0009986	"abnormal middle cerebellar peduncle morphology"	UBERON:0002152	"middle cerebellar peduncle"
MP:0020487	"abnormal middle cerebral artery morphology"	UBERON:0001627	"middle cerebral artery"
MP:0001016	"abnormal middle cervical ganglion morphology"	UBERON:0001990	"middle cervical ganglion"
MP:0030308	"abnormal middle cranial fossa morphology"	UBERON:0003722	"middle cranial fossa"
MP:0000049	"abnormal middle ear morphology"	UBERON:0001756	"middle ear"
MP:0005105	"abnormal middle ear ossicle morphology"	UBERON:0001686	"auditory ossicle bone"
MP:0030095	"abnormal midface morphology"	UBERON:0004089	"midface"
MP:0009705	"abnormal midgut morphology"	UBERON:0001045	"midgut"
MP:0003791	"abnormal minor salivary gland morphology"	UBERON:0001830	"minor salivary gland"
MP:0009529	"abnormal minor sublingual duct morphology"	UBERON:0003986	"minor sublingual duct"
MP:0011638	"abnormal mitochondrial chromosome morphology"	GO:0000262	"mitochondrial chromosome"
MP:0011635	"abnormal mitochondrial crista morphology"	GO:0030061	"mitochondrial crista"
MP:0011634	"abnormal mitochondrial inner membrane morphology"	GO:0005743	"mitochondrial inner membrane"
MP:0011637	"abnormal mitochondrial matrix morphology"	GO:0005759	"mitochondrial matrix"
MP:0006035	"abnormal mitochondrion morphology"	GO:0005739	"mitochondrion"
MP:0009954	"abnormal mitral cell morphology"	CL:1001502	"mitral cell"
MP:0010613	"abnormal mitral valve anulus morphology"	UBERON:0005995	"mitral valve anulus"
MP:0010614	"abnormal mitral valve cusp morphology"	UBERON:0005996	"mitral valve cusp"
MP:0000286	"abnormal mitral valve morphology"	UBERON:0002135	"mitral valve"
MP:0003309	"abnormal modiolus morphology"	UBERON:0006723	"cochlear modiolus"
MP:0003932	"abnormal molar crown morphology"	UBERON:0003955	"molar crown"
MP:0002689	"abnormal molar morphology"	UBERON:0003655	"molar tooth"
MP:0030494	"abnormal molar root morphology"	UBERON:0008854	"root of molar tooth"
MP:0002620	"abnormal monocyte morphology"	CL:0000576	"monocyte"
MP:0008247	"abnormal mononuclear cell morphology"	CL:0000842	"mononuclear cell"
MP:0008248	"abnormal mononuclear phagocyte morphology"	CL:0000113	"mononuclear phagocyte"
MP:0012058	"abnormal morula morphology"	UBERON:0000085	"morula"
MP:0013206	"abnormal motile cilium morphology"	GO:0031514	"motile cilium"
MP:0000937	"abnormal motor neuron morphology"	CL:0000100	"motor neuron"
MP:0013262	"abnormal mouth floor morphology"	UBERON:0003679	"mouth floor"
MP:0000452	"abnormal mouth morphology"	UBERON:0000165	"mouth"
MP:0002377	"abnormal mucosa-associated lymphoid tissue morphology"	UBERON:0001961	"mucosa-associated lymphoid tissue"
MP:0014032	"abnormal mucous gland morphology"	UBERON:0000414	"mucous gland"
MP:0004138	"abnormal mucous neck cell morphology"	CL:0000651	"mucous neck cell"
MP:0008252	"abnormal multinucleated phagocyte morphology"	CL:0000783	"multinucleated phagocyte"
MP:0002400	"abnormal multipotent stem cell morphology"	CL:0000048	"multi fate stem cell"
MP:0012057	"abnormal mural trophectoderm morphology"	UBERON:0006265	"mural trophectoderm"
MP:0004087	"abnormal muscle fiber morphology"	CL:0000187	"muscle cell"
MP:0002108	"abnormal muscle morphology"	UBERON:0001630	"muscle organ"
MP:0012185	"abnormal muscle precursor cell morphology"	CL:0000680	"muscle precursor cell"
MP:0004069	"abnormal muscle spindle morphology"	UBERON:0003718	"muscle spindle"
MP:0003871	"abnormal myelin sheath morphology"	GO:0043209	"myelin sheath"
MP:0013658	"abnormal myeloid cell morphology"	CL:0000763	"myeloid cell"
MP:0006173	"abnormal myeloid dendritic cell morphology"	CL:0000782	"myeloid dendritic cell"
MP:0008250	"abnormal myeloid leukocyte morphology"	CL:0000766	"myeloid leukocyte"
MP:0010801	"abnormal myenteric nerve plexus morphology"	UBERON:0002439	"myenteric nerve plexus"
MP:0000278	"abnormal myocardial fiber morphology"	CL:0000746	"cardiac muscle cell"
MP:0004056	"abnormal myocardium compact layer morphology"	UBERON:0004125	"myocardial compact layer"
MP:0005329	"abnormal myocardium layer morphology"	UBERON:0002349	"myocardium"
MP:0008256	"abnormal myometrium morphology"	UBERON:0001296	"myometrium"
MP:0003939	"abnormal myotome morphology"	UBERON:0003082	"myotome"
MP:0012402	"abnormal nail bed morphology"	UBERON:0005273	"nail bed"
MP:0012405	"abnormal nail matrix morphology"	UBERON:0002283	"nail matrix"
MP:0000579	"abnormal nail morphology"	UBERON:0001705	"nail"
MP:0012403	"abnormal nail plate morphology"	UBERON:0008198	"nail plate"
MP:0008184	"abnormal naive B cell morphology"	CL:0000788	"naive B cell"
MP:0000102	"abnormal nasal bone morphology"	UBERON:0001681	"nasal bone"
MP:0030033	"abnormal nasal bridge morphology"	UBERON:0008340	"nasal bridge"
MP:0004726	"abnormal nasal capsule morphology"	UBERON:0006332	"nasal capsule"
MP:0002237	"abnormal nasal cavity morphology"	UBERON:0001707	"nasal cavity"
MP:0030114	"abnormal nasal columella morphology"	UBERON:0008341	"columella nasi"
MP:0030180	"abnormal nasal fin morphology"	UBERON:0009671	"nasal fin"
MP:0013580	"abnormal nasal gland morphology"	UBERON:0012278	"gland of nasal mucosa"
MP:0002262	"abnormal nasal mucosa goblet cell morphology"	CL:0002480	"nasal mucosa goblet cell"
MP:0006306	"abnormal nasal pit morphology"	UBERON:0005870	"olfactory pit"
MP:0006292	"abnormal nasal placode morphology"	UBERON:0003050	"olfactory placode"
MP:0030200	"abnormal nasal septum cartilage morphology"	UBERON:0003407	"cartilage of nasal septum"
MP:0002239	"abnormal nasal septum morphology"	UBERON:0001706	"nasal septum"
MP:0030115	"abnormal nasal tip morphology"	UBERON:0012128	"nose tip"
MP:0008969	"abnormal nasolacrimal duct morphology"	UBERON:0002392	"nasolacrimal duct"
MP:0030196	"abnormal nasomaxillary suture morphology"	UBERON:0011871	"nasomaxillary suture"
MP:0002384	"abnormal nasopharyngeal tonsil morphology"	UBERON:0001732	"pharyngeal tonsil"
MP:0002251	"abnormal nasopharynx morphology"	UBERON:0001728	"nasopharynx"
MP:0011838	"abnormal navicular fossa morphology"	UBERON:0012294	"navicular fossa of spongiose part of urethra"
MP:0009727	"abnormal navicular morphology"	UBERON:0001451	"navicular bone of pes"
MP:0012719	"abnormal neck morphology"	UBERON:0000974	"neck"
MP:0030427	"abnormal neck muscle morphology"	UBERON:0002377	"muscle of neck"
MP:0030528	"abnormal neck skin morphology"	UBERON:0001417	"skin of neck"
MP:0008547	"abnormal neocortex morphology"	UBERON:0001950	"neocortex"
MP:0011334	"abnormal nephrogenic zone morphology"	UBERON:0009871	"nephrogenic zone"
MP:0003881	"abnormal nephron morphology"	UBERON:0001285	"nephron"
MP:0009845	"abnormal neural crest cell morphology"	CL:0000333	"migratory neural crest cell"
MP:0009846	"abnormal neural crest morphology"	UBERON:0002342	"neural crest"
MP:0011256	"abnormal neural fold morphology"	UBERON:0005062	"neural fold"
MP:0005657	"abnormal neural plate morphology"	UBERON:0003075	"neural plate"
MP:0009690	"abnormal neural tube mantle layer morphology"	UBERON:0004061	"neural tube mantle layer"
MP:0009691	"abnormal neural tube marginal layer morphology"	UBERON:0004062	"neural tube marginal layer"
MP:0002151	"abnormal neural tube morphology"	UBERON:0001049	"neural tube"
MP:0009689	"abnormal neural tube ventricular layer morphology"	UBERON:0004060	"neural tube ventricular layer"
MP:0008415	"abnormal neurite morphology"	GO:0043005	"neuron projection"
MP:0000074	"abnormal neurocranium morphology"	UBERON:0001703	"neurocranium"
MP:0010913	"abnormal neuroendocrine cell morphology"	CL:0000165	"neuroendocrine cell"
MP:0000631	"abnormal neuroendocrine gland morphology"	UBERON:0010133	"neuroendocrine gland"
MP:0009229	"abnormal neurohypophysis median eminence morphology"	UBERON:0002197	"median eminence of neurohypophysis"
MP:0004164	"abnormal neurohypophysis morphology"	UBERON:0002198	"neurohypophysis"
MP:0003208	"abnormal neuromere morphology"	UBERON:0004731	"neuromere"
MP:0001053	"abnormal neuromuscular synapse morphology"	GO:0031594	"neuromuscular junction"
MP:0002882	"abnormal neuron morphology"	CL:0000540	"neuron"
MP:0012203	"abnormal neuronal stem cell morphology"	CL:0000047	"neuronal stem cell"
MP:0012542	"abnormal neuropore morphology"	UBERON:0005077	"neuropore"
MP:0005065	"abnormal neutrophil morphology"	CL:0000775	"neutrophil"
MP:3000004	"abnormal nictitating membrane morphology"	UBERON:0010207	"nictitating membrane"
MP:0006078	"abnormal nipple morphology"	UBERON:0002030	"nipple"
MP:0013727	"abnormal nipple sheath morphology"	UBERON:0005083	"nipple sheath"
MP:0000969	"abnormal nociceptor morphology"	CL:0000198	"pain receptor cell"
MP:0010732	"abnormal node of Ranvier morphology"	GO:0033268	"node of Ranvier"
MP:0001087	"abnormal nodose ganglion morphology"	UBERON:0005363	"inferior vagus X ganglion"
MP:0013205	"abnormal nonmotile primary cilium morphology"	GO:0031513	
MP:0008506	"abnormal noradrenergic chromaffin cell morphology"	CL:0002083	"type I cell of adrenal medulla"
MP:0002233	"abnormal nose morphology"	UBERON:0000004	"nose"
MP:0002825	"abnormal notochord morphology"	UBERON:0002328	"notochord"
MP:0030538	"abnormal notochordal plate morphology"	UBERON:0006267	"notochordal plate"
MP:0030537	"abnormal notochordal process morphology"	UBERON:0006268	"notochordal process"
MP:0008890	"abnormal nuclear lamina morphology"	GO:0005652	"nuclear lamina"
MP:0008830	"abnormal nucleolus morphology"	GO:0005730	"nucleolus"
MP:0004080	"abnormal nucleus accumbens morphology"	UBERON:0001882	"nucleus accumbens"
MP:0006392	"abnormal nucleus pulposus morphology"	UBERON:0002242	"nucleus pulposus"
MP:0005269	"abnormal occipital bone morphology"	UBERON:0001676	"occipital bone"
MP:0000804	"abnormal occipital lobe morphology"	UBERON:0002021	"occipital lobe"
MP:0002864	"abnormal ocular fundus morphology"	UBERON:0003951	"ocular fundus"
MP:0013754	"abnormal ocular surface morphology"	UBERON:0010409	"ocular surface region"
MP:0001061	"abnormal oculomotor nerve morphology"	UBERON:0001643	"oculomotor nerve"
MP:0004280	"abnormal oculomotor nucleus morphology"	UBERON:0001715	"oculomotor nuclear complex"
MP:0030453	"abnormal odontoblast morphology"	CL:0000060	"odontoblast"
MP:0009947	"abnormal olfactory bulb external plexiform layer morphology"	UBERON:0005376	"olfactory bulb external plexiform layer"
MP:0009948	"abnormal olfactory bulb glomerular layer morphology"	UBERON:0005377	"olfactory bulb glomerular layer"
MP:0009949	"abnormal olfactory bulb granule cell layer morphology"	UBERON:0005378	"olfactory bulb granule cell layer"
MP:0009950	"abnormal olfactory bulb internal plexiform layer morphology"	UBERON:0005379	"olfactory bulb internal plexiform layer"
MP:0009946	"abnormal olfactory bulb layer morphology"	UBERON:0004001	"olfactory bulb layer"
MP:0009951	"abnormal olfactory bulb mitral cell layer morphology"	UBERON:0004186	"olfactory bulb mitral cell layer"
MP:0000819	"abnormal olfactory bulb morphology"	UBERON:0002264	"olfactory bulb"
MP:0010057	"abnormal olfactory bulb outer nerve layer morphology"	UBERON:0005978	"olfactory bulb outer nerve layer"
MP:0009943	"abnormal olfactory bulb periglomerular cell morphology"	CL:1001435	"periglomerular cell"
MP:0009952	"abnormal olfactory bulb subventricular zone morphology"	UBERON:0005380	"olfactory bulb subependymal zone"
MP:0009955	"abnormal olfactory bulb tufted cell morphology"	CL:1001503	"olfactory bulb tufted cell"
MP:0005267	"abnormal olfactory cortex morphology"	UBERON:0002894	"olfactory cortex"
MP:0008789	"abnormal olfactory epithelium morphology"	UBERON:0001997	"olfactory epithelium"
MP:0012067	"abnormal olfactory gland morphology"	UBERON:0002232	"olfactory gland"
MP:0009944	"abnormal olfactory lobe morphology"	UBERON:0005366	"olfactory lobe"
MP:0002242	"abnormal olfactory mucosa morphology"	UBERON:0005386	"olfactory segment of nasal mucosa"
MP:0005236	"abnormal olfactory nerve morphology"	UBERON:0001579	"olfactory nerve"
MP:0006092	"abnormal olfactory sensory neuron morphology"	CL:0000207	"olfactory receptor cell"
MP:0005499	"abnormal olfactory system morphology"	UBERON:0005725	"olfactory system"
MP:0005237	"abnormal olfactory tract morphology"	UBERON:0002265	"olfactory tract"
MP:0009953	"abnormal olfactory tubercle morphology"	UBERON:0001883	"olfactory tubercle"
MP:0000953	"abnormal oligodendrocyte morphology"	CL:0000128	"oligodendrocyte"
MP:0009639	"abnormal olivary pretectal nucleus morphology"	UBERON:0002565	"olivary pretectal nucleus"
MP:0010044	"abnormal omental fat pad morphology"	UBERON:0010414	"omental fat pad"
MP:0001125	"abnormal oocyte morphology"	CL:0000023	"oocyte"
MP:0020489	"abnormal ophthalmic artery morphology"	UBERON:0001619	"ophthalmic artery"
MP:0009798	"abnormal ophthalmic nerve morphology"	UBERON:0000348	"ophthalmic nerve"
MP:0010704	"abnormal optic canal morphology"	UBERON:0005745	"optic foramen"
MP:0009770	"abnormal optic chiasm morphology"	UBERON:0000959	"optic chiasma"
MP:0005098	"abnormal optic choroid morphology"	UBERON:0001776	"optic choroid"
MP:0004269	"abnormal optic cup morphology"	UBERON:0003072	"optic cup"
MP:0006305	"abnormal optic eminence morphology"	UBERON:0004348	"optic eminence"
MP:0012534	"abnormal optic fissure morphology"	UBERON:0005412	"optic fissure"
MP:0001330	"abnormal optic nerve morphology"	UBERON:0000941	"cranial nerve II"
MP:0012155	"abnormal optic pit morphology"	UBERON:0006270	"optic pit"
MP:0012168	"abnormal optic placode morphology"	UBERON:0003073	"lens placode"
MP:0004268	"abnormal optic stalk morphology"	UBERON:0003098	"optic stalk"
MP:0004267	"abnormal optic tract morphology"	UBERON:0001908	"optic tract"
MP:0013818	"abnormal oral cavity morphology"	UBERON:0000167	"oral cavity"
MP:0030179	"abnormal oral epithelium morphology"	UBERON:0002424	"oral epithelium"
MP:0003745	"abnormal oral mucosa morphology"	UBERON:0003729	"mouth mucosa"
MP:0030173	"abnormal orbicularis oculi muscle morphology"	UBERON:0001578	"orbicularis oculi muscle"
MP:0010030	"abnormal orbit morphology"	UBERON:0001697	"orbit of skull"
MP:0004170	"abnormal orbitofrontal cortex morphology"	UBERON:0004167	"orbitofrontal cortex"
MP:0004457	"abnormal orbitosphenoid bone morphology"	UBERON:0002478	"orbitosphenoid"
MP:0000042	"abnormal organ of Corti morphology"	UBERON:0002227	"spiral organ of cochlea"
MP:0004300	"abnormal organ of Corti supporting cell morphology"	CL:0002490	"organ of Corti supporting cell"
MP:0030182	"abnormal oronasal membrane morphology"	UBERON:0009672	"oronasal membrane"
MP:0002379	"abnormal oropharyngeal lymphoid tissue morphology"	UBERON:0001735	"tonsillar ring"
MP:0002252	"abnormal oropharynx morphology"	UBERON:0001729	"oropharynx"
MP:0004986	"abnormal osteoblast morphology"	CL:0000062	"osteoblast"
MP:0004982	"abnormal osteoclast morphology"	CL:0000092	"osteoclast"
MP:0008753	"abnormal osteocyte morphology"	CL:0000137	"osteocyte"
MP:0010924	"abnormal osteoid morphology"	UBERON:0008883	"osteoid"
MP:0000039	"abnormal otic capsule morphology"	UBERON:0005411	"bony otic capsule"
MP:0008315	"abnormal otic ganglion morphology"	UBERON:0003963	"otic ganglion"
MP:0011172	"abnormal otic pit morphology"	UBERON:0006273	"otic pit"
MP:0011173	"abnormal otic placode morphology"	UBERON:0003069	"otic placode"
MP:0009806	"abnormal otic vesicle morphology"	UBERON:0003051	"ear vesicle"
MP:0002894	"abnormal otolith morphology"	UBERON:0002518	"otolith organ"
MP:0030165	"abnormal outer canthus morphology"	UBERON:0006726	"outer canthus"
MP:0030518	"abnormal outer dental epithelium morphology"	UBERON:0006952	"outer dental epithelium"
MP:0030422	"abnormal outer ear cartilage morphology"	UBERON:0001867	"cartilage of external ear"
MP:0030092	"abnormal outer ear helix morphology"	UBERON:0002488	"helix of outer ear"
MP:0002177	"abnormal outer ear morphology"	UBERON:0001691	"external ear"
MP:0030530	"abnormal outer ear skin morphology"	UBERON:0001459	"skin of external ear"
MP:0010040	"abnormal oval cell morphology"	CL:0002196	"hepatic oval stem cell"
MP:0004479	"abnormal oval window morphology"	UBERON:0002501	"oval window"
MP:0013605	"abnormal ovarian bursa morphology"	UBERON:0012333	"ovarian bursa"
MP:0013608	"abnormal ovarian cortex morphology"	UBERON:0013191	"ovarian cortex"
MP:0013606	"abnormal ovarian fossa morphology"	UBERON:0016883	"ovarian fossa"
MP:0013609	"abnormal ovarian medulla morphology"	UBERON:0013192	"ovarian medulla"
MP:0013311	"abnormal ovary capsule morphology"	UBERON:0001307	"capsule of ovary"
MP:0001126	"abnormal ovary morphology"	UBERON:0000992	"ovary"
MP:0003574	"abnormal oviduct morphology"	UBERON:0003889	"fallopian tube"
MP:0000988	"abnormal pacinian corpuscle morphology"	UBERON:0003719	"Pacinian corpuscle"
MP:0009652	"abnormal palatal rugae morphology"	UBERON:0008799	"transverse palatine fold"
MP:0004537	"abnormal palatine bone horizontal plate morphology"	UBERON:0018242	"palatine bone horizontal plate"
MP:0005249	"abnormal palatine bone morphology"	UBERON:0001682	"palatine bone"
MP:0000615	"abnormal palatine gland morphology"	UBERON:0002447	"palatine gland"
MP:0002380	"abnormal palatine tonsil morphology"	UBERON:0002372	"tonsil"
MP:0013394	"abnormal palpebral conjunctiva morphology"	UBERON:0001812	"palpebral conjunctiva"
MP:0011265	"abnormal pancreas mesenchyme morphology"	UBERON:0009752	"pancreas mesenchyme"
MP:0001944	"abnormal pancreas morphology"	UBERON:0001264	"pancreas"
MP:0009145	"abnormal pancreatic acinus morphology"	UBERON:0001263	"pancreatic acinus"
MP:0005216	"abnormal pancreatic alpha cell morphology"	CL:0000171	"pancreatic A cell"
MP:0005217	"abnormal pancreatic beta cell morphology"	CL:0000169	"type B pancreatic cell"
MP:0005218	"abnormal pancreatic delta cell morphology"	CL:0000173	"pancreatic D cell"
MP:0009143	"abnormal pancreatic duct morphology"	UBERON:0007329	"pancreatic duct"
MP:0009189	"abnormal pancreatic epsilon cell morphology"	CL:0005019	"pancreatic epsilon cell"
MP:0005215	"abnormal pancreatic islet morphology"	UBERON:0000006	"islet of Langerhans"
MP:0011331	"abnormal papillary duct morphology"	UBERON:0005167	"papillary duct"
MP:0013947	"abnormal paraaortic body morphology"	UBERON:0001237	"paraaortic body"
MP:0008928	"abnormal paracentral nucleus morphology"	UBERON:0001924	"paracentral nucleus"
MP:0008927	"abnormal parafascicular nucleus morphology"	UBERON:0001922	"parafascicular nucleus"
MP:0010007	"abnormal paraflocculus morphology"	UBERON:0005351	"paraflocculus"
MP:0004168	"abnormal parahippocampal gyrus morphology"	UBERON:0002973	"parahippocampal gyrus"
MP:0010004	"abnormal paramedian lobule morphology"	UBERON:0005349	"paramedian lobule"
MP:0008906	"abnormal parametrial fat pad morphology"	UBERON:0010413	"parametrial fat pad"
MP:0002240	"abnormal paranasal sinus morphology"	UBERON:0001825	"paranasal sinus"
MP:0010734	"abnormal paranode morphology"	GO:0033270	"paranode region of axon"
MP:0001034	"abnormal parasympathetic ganglion morphology"	UBERON:0001808	"parasympathetic ganglion"
MP:0001037	"abnormal parasympathetic neuron morphology"	CL:0000107	"autonomic neuron"
MP:0001033	"abnormal parasympathetic system morphology"	UBERON:0000011	"parasympathetic nervous system"
MP:0013571	"abnormal parathyroid gland capsule morphology"	UBERON:0001748	"capsule of parathyroid gland"
MP:0013572	"abnormal parathyroid gland chief cell morphology"	CL:0000446	"chief cell of parathyroid gland"
MP:0000678	"abnormal parathyroid gland morphology"	UBERON:0001132	"parathyroid gland"
MP:0013863	"abnormal paraumbilical vein morphology"	UBERON:0035655	"paraumbilical vein"
MP:0008845	"abnormal paraventricular hypothalamic nucleus morphology"	UBERON:0001930	"paraventricular nucleus of hypothalamus"
MP:0008931	"abnormal paraventricular thalamic nucleus morphology"	UBERON:0001920	"paraventricular nucleus of thalamus"
MP:0008029	"abnormal paraxial mesoderm morphology"	UBERON:0003077	"paraxial mesoderm"
MP:0000109	"abnormal parietal bone morphology"	UBERON:0000210	"tetrapod parietal bone"
MP:0011187	"abnormal parietal endoderm morphology"	UBERON:0008800	"parietal endoderm"
MP:0000794	"abnormal parietal lobe morphology"	UBERON:0001872	"parietal lobe"
MP:0010823	"abnormal parietal pleura morphology"	UBERON:0002400	"parietal pleura"
MP:0011203	"abnormal parietal yolk sac morphology"	UBERON:0008853	"parietal yolk sac"
MP:0013750	"abnormal parotid excretory duct morphology"	UBERON:0035048	"parotid gland excretory duct"
MP:0013594	"abnormal parotid gland acinus morphology"	UBERON:0011847	"acinus of parotid gland"
MP:0003452	"abnormal parotid gland morphology"	UBERON:0001831	"parotid gland"
MP:0014199	"abnormal parotid gland myoepithelium morphology"	UBERON:0035076	"parotid gland myoepithelium"
MP:0013747	"abnormal parotid intercalated duct morphology"	UBERON:0035046	"parotid gland intercalated duct"
MP:0013749	"abnormal parotid interlobular duct morphology"	UBERON:0035078	"parotid gland interlobular duct"
MP:0013746	"abnormal parotid intralobular duct morphology"	UBERON:0035045	"parotid gland intralobular duct"
MP:0009530	"abnormal parotid main excretory duct morphology"	UBERON:0001065	"parotid main excretory duct"
MP:0013748	"abnormal parotid striated duct morphology"	UBERON:0035047	"parotid gland striated duct"
MP:0000028	"abnormal pars superior vestibularis morphology"	UBERON:0002825	"superior part of vestibular ganglion"
MP:0010125	"abnormal parvocellular neurosecretory cell morphology"	CL:1001505	"parvocellular neurosecretory cell"
MP:0005353	"abnormal patella morphology"	UBERON:0002446	"patella"
MP:0010496	"abnormal pectinate muscle morphology"	UBERON:0005980	"pectinate muscle"
MP:0004508	"abnormal pectoral girdle bone morphology"	UBERON:0003461	"shoulder bone"
MP:0003346	"abnormal pectoral muscle morphology"	UBERON:0001495	"pectoral muscle"
MP:0004509	"abnormal pelvic girdle bone morphology"	UBERON:0007830	"pelvic girdle bone/zone"
MP:0009807	"abnormal pelvic ligament morphology"	UBERON:0003994	"pelvic ligament"
MP:0009103	"abnormal penile bone morphology"	UBERON:0006435	"os penis"
MP:0005187	"abnormal penis morphology"	UBERON:0000989	"penis"
MP:0001032	"abnormal peptidergic neuron morphology"	CL:0000110	"peptidergic neuron"
MP:0013381	"abnormal perianal sebaceous gland morphology"	UBERON:0012281	"perianal sebaceous gland"
MP:0012501	"abnormal pericardial cavity morphology"	UBERON:0001074	"pericardial cavity"
MP:0000288	"abnormal pericardium morphology"	UBERON:0002407	"pericardium"
MP:0003719	"abnormal pericyte morphology"	CL:0000669	"pericyte cell"
MP:0013530	"abnormal periderm morphology"	UBERON:0003055	"periderm"
MP:0011337	"abnormal perihilar interstitium morphology"	UBERON:0006373	"perihilar interstitium"
MP:0003315	"abnormal perineum morphology"	UBERON:0002356	"perineum"
MP:0012732	"abnormal perineural vascular plexus morphology"	UBERON:0015189	"perineural vascular plexus"
MP:0004054	"abnormal periocular mesenchyme morphology"	UBERON:0004017	"periocular mesenchyme"
MP:0003668	"abnormal periodontal ligament morphology"	UBERON:0008266	"periodontal ligament"
MP:0030131	"abnormal periodontium morphology"	UBERON:0001758	"periodontium"
MP:0030038	"abnormal periorbital region morphology"	UBERON:0004090	"periorbital region"
MP:0030532	"abnormal periorbital skin morphology"	UBERON:0016462	"periorbital skin"
MP:0010971	"abnormal periosteum morphology"	UBERON:0002515	"periosteum"
MP:0008463	"abnormal peripheral lymph node morphology"	UBERON:0003968	"peripheral lymph node"
MP:0008244	"abnormal peritoneal macrophage morphology"	CL:0000581	"peritoneal macrophage"
MP:0009217	"abnormal peritoneal vaginal process morphology"	UBERON:0005344	"peritoneal vaginal process"
MP:0009216	"abnormal peritoneum morphology"	UBERON:0002358	"peritoneum"
MP:0011321	"abnormal peritubular capillary morphology"	UBERON:0005272	"peritubular capillary"
MP:0006420	"abnormal peritubular myoid cell morphology"	CL:0002481	"peritubular myoid cell"
MP:0008242	"abnormal perivascular macrophage morphology"	CL:0000881	"perivascular macrophage"
MP:0014010	"abnormal peroxisome morphology"	GO:0005777	"peroxisome"
MP:0001084	"abnormal petrosal ganglion morphology"	UBERON:0005360	"inferior glossopharyngeal IX ganglion"
MP:0008251	"abnormal phagocyte morphology"	CL:0000234	"phagocyte"
MP:0005306	"abnormal phalanx morphology"	UBERON:0003221	"phalanx"
MP:0002672	"abnormal pharyngeal arch artery morphology"	UBERON:0004363	"pharyngeal arch artery"
MP:0011262	"abnormal pharyngeal arch mesenchyme morphology"	UBERON:0009494	"pharyngeal arch mesenchymal region"
MP:0002884	"abnormal pharyngeal arch morphology"	UBERON:0002539	"pharyngeal arch"
MP:0013231	"abnormal pharyngeal groove morphology"	UBERON:0005879	"pharyngeal cleft"
MP:0013232	"abnormal pharyngeal membrane morphology"	UBERON:0009210	"pharyngeal membrane"
MP:0002253	"abnormal pharyngeal muscle morphology"	UBERON:0000933	"pharyngeal muscle"
MP:0006031	"abnormal pharyngeal pouch morphology"	UBERON:0004117	"pharyngeal pouch"
MP:0002234	"abnormal pharynx morphology"	UBERON:0001042	"chordate pharynx"
MP:0012256	"abnormal philtrum morphology"	UBERON:0005402	"philtrum"
MP:0014059	"abnormal photoreceptor connecting cilium morphology"	GO:0032391	"photoreceptor connecting cilium"
MP:0020813	"abnormal photoreceptor outer segment disc membrane morphology"	GO:0097381	"photoreceptor disc membrane"
MP:0003729	"abnormal photoreceptor outer segment morphology"	GO:0001750	"photoreceptor outer segment"
MP:0001078	"abnormal phrenic nerve morphology"	UBERON:0001884	"phrenic nerve"
MP:0030570	"abnormal piliary canal morphology"	UBERON:0035610	"hair canal"
MP:0003825	"abnormal pillar cell morphology"	CL:1000191	"pillar cell"
MP:0030572	"abnormal pilosebaceous unit morphology"	UBERON:0011932	"pilosebaceous unit"
MP:0000632	"abnormal pineal gland morphology"	UBERON:0001905	"pineal body"
MP:0013360	"abnormal pineal recess morphology"	UBERON:0022283	"pineal recess of third ventricle"
MP:0013359	"abnormal pinealocyte morphology"	CL:0000652	"pinealocyte"
MP:0030423	"abnormal pinna cartilage morphology"	UBERON:0001848	"auricular cartilage"
MP:0010009	"abnormal piriform cortex morphology"	UBERON:0004725	"piriform cortex"
MP:0013340	"abnormal pituicyte morphology"	CL:0000645	"pituicyte"
MP:0000633	"abnormal pituitary gland morphology"	UBERON:0000007	"pituitary gland"
MP:0009463	"abnormal pituitary infundibular stalk morphology"	UBERON:0002434	"pituitary stalk"
MP:0008130	"abnormal pituitary intermediate lobe morphology"	UBERON:0002432	"pars intermedia of adenohypophysis"
MP:0011526	"abnormal placenta fetal blood space morphology"	UBERON:0010007	"placenta fetal blood space"
MP:0012126	"abnormal placenta hemotrichorial membrane morphology"	UBERON:0014849	"hemotrichorial placental membrane"
MP:0011525	"abnormal placenta intervillous maternal lacunae morphology"	UBERON:0010006	"placenta intervillous maternal lacunae"
MP:0001716	"abnormal placenta labyrinth morphology"	UBERON:0003946	"placenta labyrinth"
